"filename", "language", "JavaScript", "JSON", "CSS", "SQL", "YAML", "Log", "XML", "Markdown", "HTML", "PHP", "Docker", "comment", "blank", "total"
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/components/Login.js", "JavaScript", 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 12, 109
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/components/Marker.js", "JavaScript", 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 15, 118
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/components/MarkerEditorPanel.js", "JavaScript", 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 7, 159
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/components/Navbar.js", "JavaScript", 107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 112
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/components/Pie.js", "JavaScript", 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 4, 60
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/components/PlusButton.js", "JavaScript", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 16
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/components/Popup.js", "JavaScript", 390, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 37, 454
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/components/PopupWidgets.js", "JavaScript", 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 12, 130
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/components/PrivateRoute.js", "JavaScript", 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 75
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/components/Toast.js", "JavaScript", 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 47
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/components/Widgets.js", "JavaScript", 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 11, 125
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/components/pages/Allimages.js", "JavaScript", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/components/pages/Home.js", "JavaScript", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 19
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/components/pages/NewImage.js", "JavaScript", 168, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 16, 187
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/components/popup/PopupButtonWidget.js", "JavaScript", 267, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 16, 304
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/components/popup/PopupCarouselWidget.js", "JavaScript", 602, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 59, 727
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/components/popup/PopupFreeTextWidget.js", "JavaScript", 244, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 12, 267
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/components/popup/PopupHeaderWidget.js", "JavaScript", 235, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 14, 270
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/components/popup/PopupImageWidget.js", "JavaScript", 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 15, 313
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/components/popup/PopupParagraphWidget.js", "JavaScript", 228, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 12, 260
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/components/popup/PopupVideoWidget.js", "JavaScript", 216, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 13, 262
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/helper.js", "JavaScript", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 12
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/index.js", "JavaScript", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 16
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/lib/Marker.js", "JavaScript", 151, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 38, 248
"/Users/Sameersahabudeen/Bauer Media Group/Bauer Adventure Design - SAMEER/All_Projects/Project_2021/image-annotator/src/serviceWorker.js", "JavaScript", 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 13, 142
"Total", "-", 5841, 28240, 1075, 217, 27, 11, 3, 37, 38, 6618, 2, 2158, 2109, 46376
